"","PitchNo","PAofGame","PAofInning","PitchofPA","Pitcher","PitcherThrows","BatterId","BatterSide","PitcherSet","Inning","InningTop","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","HitType","PlayResult","OutsOnPlay","RunsScored","Notes","Release.Speed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","PitchCount","K","BB","Hit","OutYorN"
"45",98,25,2,2,"Pitcher X","Right",576397,"Right","Windup",4,1,1,0,1,"Sinker","Sinker","BallCalled","","","",0,0,NA,85.93449883,-0.650748156,-2.018088559,2019.2608,244.8635876,"0.09375",5.754251124,1.507159276,5.635452139,-29.48836794,8.633856374,18.47724978,2.689449232,1.163625,78.6090119,-6.155191745,1.445691753,0.444386272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.44894858,4.799899054,-1.347497304,50,5.680271785,3.798638071,-124.9600201,-2.385036172,-16.49494548,25.56084707,-24.59681984,45,0,0,0,0
"46",99,25,2,3,"Pitcher X","Right",576397,"Right","Windup",4,1,1,1,1,"Fastball","Sinker","StrikeCalled","","","",0,0,NA,87.94381423,-0.570032594,-4.040107421,2136.700514,236.7641889,"0.083333333",5.64556923,1.680879634,5.533045451,-24.28165059,12.59528511,19.27429487,3.087993235,-0.495139457,79.6709815,-5.116112966,-0.428420407,0.43706792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.49496522,6.890357009,-1.34275756,50,5.580120915,8.358356013,-127.5686676,-2.093579802,-18.79996233,28.08573776,-20.90490161,46,0,0,0,0
"47",100,25,2,4,"Pitcher X","Right",576397,"Right","Windup",4,1,1,1,2,"Fastball","Fastball","InPlay","","FlyBall","Out",1,0,NA,91.20922964,-1.054647246,-2.373493903,2209.291394,205.6201543,"0.53125",6.110621324,1.137438788,5.336246082,-15.63345814,18.8058949,9.03393841,3.817561579,-0.337459837,82.6080953,-3.973491778,-0.684878304,0.422375784,96.46712378,42.2591129,12.37068686,4295.754014,106.3520678,97.51712368,28.09271921,331.0412482,327.9719581,23.36058811,6.324949341,-5.496541538,10.27810315,-0.929796501,50,6.004499343,5.162929298,-132.4622434,-3.007353545,-9.693606853,30.25140711,-14.04776124,47,0,0,0,1
"48",101,26,3,1,"Pitcher X","Right",502054,"Right","Windup",4,1,2,0,0,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,88.22898585,-1.140034369,-4.365231688,2148.780332,240.6255776,"0.083333333",5.721312701,1.648988039,5.529128411,-25.2092947,11.43752579,20.38075618,2.551727337,-0.740632143,80.07364778,-5.852246178,-0.550098521,0.435702116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.16340493,6.43759719,-1.282992252,50,5.605557743,9.072576416,-127.9202522,-3.409296411,-20.02681744,27.94964418,-21.57466587,48,0,0,0,0
"49",102,26,3,2,"Pitcher X","Right",502054,"Right","Windup",4,1,2,0,1,"Fastball","Cutter","BallCalled","","","",0,0,NA,87.50425761,-2.011320175,-3.972297854,2309.220842,190.6901628,"0.510416667",5.8313957,1.50419141,5.479758929,-25.30420069,12.23881203,2.317034798,1.835727856,-2.024946339,79.20405996,-6.7315623,-3.538434585,0.44099745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.489999698,7.161345183,-1.157182854,50,5.637862087,8.727426764,-126.8080173,-5.318551732,-4.002343012,29.04140761,-20.66313959,49,0,0,0,0
"50",103,26,3,3,"Pitcher X","Right",502054,"Right","Windup",4,1,2,1,1,"Sinker","Sinker","FoulBall","","","",0,0,NA,88.25494618,-0.698948989,-3.571922329,2147.465881,249.985146,"0.09375",5.475713472,1.698868507,5.525838312,-29.03574069,7.349461437,20.27011885,2.40142907,0.044896067,80.60165875,-6.110439269,0.216556277,0.434144111,83.03421298,27.11346672,63.76430735,4782.95361,41.0066659,44.10094572,102.0706625,284.9751093,170.3070463,76.67328097,3.796062622,-11.80128025,4.11084662,-1.401812632,50,5.395742189,7.306222147,-128.1434872,-2.558789401,-19.59719066,26.80269616,-25.347582,50,0,0,0,0
"51",104,26,3,4,"Pitcher X","Right",502054,"Right","Windup",4,1,2,1,2,"Sinker","Sinker","BallCalled","","","",0,0,NA,87.75757319,-0.53476984,-5.827219763,2092.175605,254.8943666,"0.104166667",5.500868969,1.737255008,5.760022206,-30.87659086,5.922811121,22.07051788,2.427535443,-1.865425441,79.75830209,-6.319869826,-1.693330088,0.436608211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.55872364,3.338917431,-1.266921617,50,5.437768275,12.24760944,-127.0341808,-2.194986795,-22.06011524,27.07978661,-26.7416122,51,0,0,0,0
"52",105,26,3,5,"Pitcher X","Right",502054,"Right","Windup",4,1,2,2,2,"Fastball","Fastball","StrikeSwinging","Strikeout","","",0,0,NA,89.73340106,-1.020379339,-2.699411871,2181.509822,219.0768689,"0.052083333",5.89156998,1.022471427,5.805594495,-22.2273098,12.71235881,10.34921025,3.089333175,-0.627019409,81.49048901,-5.198813528,-0.749561702,0.42543274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.37943424,7.151425252,-0.807302796,50,5.79472782,5.806276584,-130.3950973,-3.058819599,-10.90697858,29.2045539,-19.9471897,52,1,0,0,1
"53",115,31,1,1,"Pitcher X","Right",545341,"Right","Windup",5,1,0,0,0,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,85.61610099,0.252809711,-4.80569749,2085.880226,254.6061743,"0.104166667",5.792338783,1.694562914,5.264755325,-33.45422715,6.260578048,22.87407791,3.242788985,-0.923852118,76.90966087,-6.002664973,-0.523984474,0.453573566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.68337775,3.232979936,-1.270867039,50,5.791573707,9.639969724,-123.9275192,-0.590462595,-20.93126593,28.55096388,-27.2286057,53,0,0,0,0
"54",116,31,1,2,"Pitcher X","Right",545341,"Right","Windup",5,1,0,0,1,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,87.08321344,-0.184824657,-4.590419115,2126.602132,257.2631758,"0.104166667",5.57934701,1.642994757,5.202565063,-33.09332798,4.942235878,22.02311123,2.647204064,-0.847751385,79.20496448,-6.32573155,-0.496622121,0.44388089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.93761468,2.657459167,-1.2339992,50,5.537766776,9.353771558,-126.1955791,-1.578134191,-20.77374788,26.7099225,-27.90700335,54,0,0,0,0
"55",117,31,1,3,"Pitcher X","Right",545341,"Right","Windup",5,1,0,0,2,"Sinker","Sinker","StrikeCalled","Strikeout","","",0,0,NA,87.57185378,-0.116141869,-4.757211748,2151.940847,267.1830306,"0.125",5.41337368,1.664727516,5.370952405,-36.03844168,1.097431387,23.01283188,2.300917351,-0.887425837,80.28949596,-6.794775582,-0.483076766,0.438599707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.45558917,0.611858219,-1.254089336,50,5.377682704,9.765385601,-126.9808106,-1.514230966,-22.03832768,25.23785375,-31.17191244,55,1,0,0,1
"56",118,32,2,1,"Pitcher X","Right",543939,"Left","Windup",5,1,1,0,0,"ChangeUp","ChangeUp","InPlay","","FlyBall","Out",1,0,NA,79.85012537,-0.884017909,-2.101492558,1576.88392,250.8941771,"0.09375",5.624799676,1.63866793,5.623549469,-37.528824,6.619031528,19.22817295,1.671958313,1.279371985,73.3658426,-7.865153754,1.500613209,0.478218447,84.38847452,26.02525291,0.536243343,3010.532339,109.9204736,46.13488739,-4.172748516,320.2237541,309.6920309,-5.6650188,4.312699585,-10.8619979,3.784164077,-1.472019902,50,5.525592218,3.674282548,-116.105371,-2.936740002,-14.81619724,21.886175,-27.01229822,56,0,0,0,1
"57",119,33,3,1,"Pitcher X","Right",451705,"Right","Windup",5,1,2,0,0,"Fastball","Sinker","StrikeCalled","","","",0,0,NA,86.46684477,-0.192588463,-3.631017687,2120.907374,238.1673461,"0.083333333",5.825887348,1.527489206,5.280204128,-26.65276239,11.61051096,18.75997918,3.423613705,-0.323372851,78.81707777,-5.144483664,-0.14091428,0.445207609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.92508308,6.182818729,-1.209830741,50,5.789094579,7.310757472,-125.4995835,-1.350736274,-17.4037538,25.67424918,-22.32476374,57,0,0,0,0
"58",120,33,3,2,"Pitcher X","Right",451705,"Right","Windup",5,1,2,0,1,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,90.28241458,-1.379622897,-3.031330715,2352.456776,222.9655291,"0.0625",5.951938911,1.26974013,5.265575775,-18.84889105,16.32912889,15.23960828,3.083276718,-0.310225876,82.08214085,-4.885145621,-0.192052149,0.426881382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.921874074,9.019705342,-1.003610185,50,5.812091383,6.385699885,-131.0503531,-3.846066058,-15.45683995,28.67645685,-16.5477193,58,0,0,0,0
"59",121,33,3,3,"Pitcher X","Right",451705,"Right","Windup",5,1,2,0,2,"Fastball","Fastball","StrikeCalled","Strikeout","","",0,0,NA,91.01351611,-2.049778254,-2.922890534,2338.076568,214.0612142,"0.052083333",6.175829823,1.017348576,5.214377221,-12.7373517,22.07709989,14.94766464,3.183898766,-0.487428767,82.38170005,-4.422079141,-0.135280564,0.424669722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.759776833,12.25913899,-0.75848434,50,5.977094117,6.190810175,-132.0301789,-5.200643244,-15.34827282,30.04936282,-10.69443631,59,1,0,0,1
"60",137,39,1,1,"Pitcher X","Right",571757,"Left","Windup",6,1,0,0,0,"Fastball","Sinker","BallCalled","","","",0,0,NA,86.06774867,-0.332476513,-2.098264046,1939.902187,243.7022563,"0.083333333",5.779439237,1.658789145,5.279075241,-28.82402098,9.806464371,19.91733802,3.065013702,1.347319126,78.41932663,-5.690046899,1.616829462,0.447338833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.13142756,5.276981594,-1.481863587,50,5.728394369,3.892331152,-125.0549149,-1.723896454,-17.55028142,26.25121478,-23.85413527,60,0,0,0,0
"61",138,39,1,2,"Pitcher X","Right",571757,"Left","Windup",6,1,0,1,0,"Sinker","Sinker","BallCalled","","","",0,0,NA,85.47672618,-1.656966548,-4.496659352,2044.01092,247.5237353,"0.09375",5.857961632,1.456681151,5.274865596,-31.22802321,7.958479884,19.32505891,1.694296624,-1.164490022,78.34499362,-7.429327113,-0.910614537,0.450546659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.4253099,4.652337203,-1.059817713,50,5.683765687,9.077809135,-123.9024587,-4.67189308,-17.7870065,24.41642092,-24.93125577,61,0,0,0,0
"62",139,39,1,3,"Pitcher X","Right",571757,"Left","Windup",6,1,0,2,0,"Sinker","Sinker","FoulBall","","","",0,0,NA,86.15267054,-0.651596229,-2.974385781,2064.14789,245.1695083,"0.09375",5.717859022,1.58433041,5.272227004,-29.03693172,9.376539605,20.34241739,2.685305932,0.483578606,78.90750445,-6.031006785,0.807001636,0.446080559,71.78312281,56.21305984,-140.4310916,4472.888928,-88.80869814,76.75205614,-64.90771473,192.4441091,79.18574815,-145.2060216,4.027510376,-11.54115908,5.122935732,-1.327482709,50,5.637294249,5.793705783,-125.1438547,-2.436794609,-18.33114767,24.8829941,-24.0371456,62,0,0,0,0
"63",140,39,1,4,"Pitcher X","Right",571757,"Left","Windup",6,1,0,2,1,"Sinker","Sinker","InPlay","","GroundBall","Out",1,0,NA,87.88419884,-1.235595368,-2.958861797,2050.293327,249.5311134,"0.09375",5.718912011,1.548408036,5.238324124,-28.67308879,8.26942522,22.24730487,2.166597673,0.619263238,80.63679008,-6.535625832,1.172354807,0.437456367,80.23926448,-9.273829577,15.78872303,NA,NA,NA,NA,13.58750616,12.02832466,11.36979243,0.106409302,-12.51628735,4.689345002,-1.292810347,50,5.58425663,5.802257342,-127.6422097,-3.781732742,-20.7014827,25.65042956,-24.41804299,63,0,0,0,1
"64",141,40,2,1,"Pitcher X","Right",594824,"Left","Windup",6,1,1,0,0,"Fastball","Fastball","StrikeCalled","","","",0,0,NA,89.6738137,-1.798634549,-2.080275999,2295.353677,225.0316123,"0.0625",5.855746555,1.394959747,5.289075806,-16.79130803,18.74115019,18.79528737,2.766114934,1.007262852,81.73451393,-4.916970743,1.422276651,0.429026527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.51764196,10.40929705,-1.219209895,50,5.679971656,4.053653271,-130.2588718,-4.698691486,-18.03233135,27.90227804,-14.32747285,64,0,0,0,0
"65",142,40,2,2,"Pitcher X","Right",594824,"Left","Windup",6,1,1,0,1,"Fastball","Fastball","FoulBall","","","",0,0,NA,90.89550863,-1.87290437,-1.980280582,2254.396795,219.8105864,"0.052083333",5.985413212,1.220588099,5.308347865,-15.11902107,19.49014522,16.27180047,2.966030805,0.717267852,82.68035474,-4.685192939,1.055732,0.423415827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.175654351,10.84653667,-1.052702437,50,5.804802953,3.97266626,-132.0231825,-4.869975106,-16.13327298,29.1057062,-13.1029142,65,0,0,0,0
"66",143,40,2,3,"Pitcher X","Right",594824,"Left","Windup",6,1,1,0,2,"Fastball","Fastball","BallCalled","","","",0,0,NA,91.01159412,-1.620311816,-0.464662474,2178.816239,234.1573719,"0.072916667",5.947360795,0.919750286,5.55297127,-21.56261243,12.52671464,17.38588013,2.636221022,1.934445852,83.23242943,-5.634045814,2.789098003,0.420223884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.400062278,7.137441617,-0.891002441,50,5.793346468,0.462671177,-132.3555012,-4.501568707,-16.64230901,28.75920326,-19.53758877,66,0,0,0,0
"67",144,40,2,4,"Pitcher X","Right",594824,"Left","Windup",6,1,1,1,2,"Fastball","Fastball","FoulBall","","","",0,0,NA,90.51852014,-0.895778733,-2.122721248,2135.447361,226.4260762,"0.0625",6.116959099,1.032694026,5.527918624,-19.89526585,14.5460224,15.32279119,3.621089929,0.324570961,82.72415583,-4.605657132,0.740939983,0.422387651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.742278136,7.990006753,-0.858564998,50,6.026024019,4.339588587,-131.6086819,-2.758440308,-15.3431147,27.76196687,-18.15120598,67,0,0,0,0
"68",145,40,2,5,"Pitcher X","Right",594824,"Left","Windup",6,1,1,1,2,"Sinker","Sinker","BallCalled","","","",0,0,NA,89.0815545,-0.779769649,-4.202764202,2012.939709,256.031416,"0.104166667",5.695344655,1.222424604,5.496815443,-31.19936735,4.946355683,20.0218177,2.364109497,-1.046773425,80.57337108,-6.617710039,-0.446146003,0.432713034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.99147371,2.881929055,-0.86808744,50,5.606427264,8.802381791,-129.1393265,-2.833344446,-20.01357918,29.82624283,-27.36415473,68,0,0,0,0
"69",146,40,2,6,"Pitcher X","Right",594824,"Left","Windup",6,1,1,2,2,"Sinker","Sinker","InPlay","","FlyBall","Single",0,0,NA,89.08444507,-1.56832033,-2.655128962,2028.121856,245.6069168,"0.09375",5.724850974,1.44034263,5.362373463,-25.94849154,10.52620886,23.28797258,2.090083272,0.889794486,80.11021269,-6.425015428,1.726237271,0.434677725,67.19985964,40.69600372,-12.23502746,4258.105442,104.128583,61.18217778,-35.45744311,210.2682664,210.2682664,-22.69501692,4.0994104,-13.26904879,6.120713033,-1.218206375,50,5.566147396,5.179541155,-129.2153131,-4.447139618,-22.01056253,31.66484396,-22.02107233,69,0,0,1,0
"70",147,41,3,1,"Pitcher X","Right",649557,"Right","Stretch",6,1,1,0,0,"Sinker","Sinker","BallCalled","","","",0,0,NA,85.57400346,-1.339168835,-3.332153433,2110.227468,249.0985354,"0.09375",5.805799526,1.766060416,5.53365985,-29.20892319,9.761105236,25.65579203,2.117783468,0.786286725,77.68752495,-6.796110637,1.484843863,0.449300477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.71181653,5.619449271,-1.493743444,50,5.670413158,6.387088549,-124.1847323,-3.868073663,-22.75730951,27.06210296,-23.48147506,70,0,0,0,0
"71",148,41,3,2,"Pitcher X","Right",649557,"Right","Stretch",6,1,1,1,0,"Fastball","Sinker","FoulBall","","","",0,0,NA,85.42420273,-1.683242504,-3.622803648,2114.987603,240.1429246,"0.083333333",5.877215635,1.795581557,5.474023312,-26.35646348,13.13261773,22.94264824,2.102320517,0.313290445,76.93211181,-6.622298295,0.694528627,0.452282759,75.13147435,-16.67706637,-173.6010558,NA,NA,NA,NA,4.829177475,4.277000968,-166.5676296,0.069911499,-13.42485336,7.557471631,-1.492669325,50,5.711731307,7.08525198,-123.8313862,-4.513654987,-20.500209,28.54808513,-20.63353159,71,0,0,0,0
"72",149,41,3,3,"Pitcher X","Right",649557,"Right","Stretch",6,1,1,1,1,"Sinker","Sinker","InPlay","","GroundBall","Out",2,0,NA,85.52734082,-0.787046601,-3.512878754,2048.367793,254.3989635,"0.104166667",5.764049426,1.635248539,5.613090916,-33.12660204,5.656424187,20.38821292,2.267585312,0.051875365,77.89093166,-6.977814573,0.313382245,0.44822117,101.5343526,-2.243669353,-35.78469763,NA,NA,NA,NA,34.44263705,29.50211298,-34.5643985,0.22960144,-11.94599055,3.258780685,-1.348291424,50,5.675697949,6.959165697,-124.1608378,-2.785853064,-18.5300566,26.32717811,-27.1191818,72,0,0,0,1
"73",180,48,1,1,"Pitcher X","Right",407812,"Right","Windup",7,1,0,0,0,"Sinker","Sinker","BallCalled","","","",0,0,NA,86.62896702,0.840028014,-4.883245109,2064.440816,256.9590228,"0.104166667",5.765623166,1.577878836,5.261187492,-33.32885534,5.031167626,21.87720893,3.780237327,-1.197277013,78.68846485,-5.354812701,-0.816051543,0.445770113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.95615711,2.412655802,-1.146217934,50,5.818562664,9.958872946,-125.4914925,0.684948921,-20.58910519,26.21663856,-28.3400086,73,0,0,0,0
"74",181,48,1,2,"Pitcher X","Right",407812,"Right","Windup",7,1,0,1,0,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,86.1499934,-0.875208656,-4.051594026,1995.831482,256.5582431,"0.104166667",5.689611251,1.502041295,5.218769582,-33.60298149,5.159411836,21.73963371,2.064454646,-0.501582456,78.59289262,-7.101280703,-0.008162146,0.448101926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.62464341,2.971513734,-1.144002218,50,5.584046902,8.089645228,-124.9299342,-3.087015146,-19.88414678,25.97059593,-27.49383595,74,0,0,0,0
"75",182,48,1,3,"Pitcher X","Right",407812,"Right","Windup",7,1,0,1,1,"Fastball","Fastball","FoulBall","","","",0,0,NA,90.51945569,-1.186573062,-2.795675929,2256.35337,218.4280069,"0.052083333",5.956371432,0.972760605,5.265918943,-20.65206609,14.17105493,11.26909931,3.11935891,-0.716144568,82.71696231,-5.017322761,-0.701196692,0.424722594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.711840378,7.799139693,-0.725388943,50,5.832860007,6.007833765,-131.4806197,-3.482862543,-11.76062035,27.6206681,-18.5082407,75,0,0,0,0
"76",183,48,1,4,"Pitcher X","Right",407812,"Right","Windup",7,1,0,1,2,"Fastball","Fastball","InPlay","","GroundBall","Out",1,0,NA,90.95854964,-1.133293608,-2.201336386,2219.539092,206.2632822,"0.041666667",6.105654994,0.732488368,5.516982202,-16.16509884,18.38345289,9.087042724,3.69813331,-0.569287392,82.00847343,-4.168616327,-0.492456233,0.423044878,106.1099425,-15.80971091,0.734004902,NA,NA,NA,NA,12.46225942,11.4640879,3.472474869,0.083543091,-5.545284524,10.17165105,-0.546942494,50,5.996412415,4.7600624,-132.0986984,-3.180383221,-9.673245685,31.49757351,-14.43052625,76,0,0,0,1
"77",184,49,2,1,"Pitcher X","Right",576397,"Right","Windup",7,1,1,0,0,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,89.30549473,-0.250279778,-3.623672398,2120.150529,242.739939,"0.083333333",5.776740747,1.240615547,5.550817513,-25.3685114,10.51621465,20.47516871,3.428390941,-0.443251206,80.49282587,-5.015615272,0.22763343,0.43114796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.09387609,5.700983895,-0.940512174,50,5.738640119,7.50704838,-129.561652,-1.431932285,-20.28434496,30.41902686,-22.61212456,77,0,0,0,0
"78",185,49,2,2,"Pitcher X","Right",576397,"Right","Windup",7,1,1,0,1,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,89.64646016,-0.51860058,-4.638249677,2165.500635,257.6868534,"0.104166667",5.607730435,1.36467009,5.544191272,-30.42404775,5.008772634,23.09963502,2.586197383,-1.053921698,81.53636369,-6.199989295,-0.317549535,0.42842458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.6706672,2.822396808,-0.97779371,50,5.542822106,9.747937297,-129.9678903,-2.229145365,-23.27789797,28.38340346,-27.36817742,78,0,0,0,0
"79",186,49,2,3,"Pitcher X","Right",576397,"Right","Windup",7,1,1,0,2,"Sinker","Sinker","FoulBall","","","",0,0,NA,90.03135468,-0.964165581,-4.651054553,2132.920522,249.7215955,"0.09375",5.509549061,1.629520496,5.565489389,-27.21985664,7.998615907,21.73776173,2.337590698,-0.912872119,81.59488461,-6.058450947,-0.577242057,0.427126755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.01333348,4.563394014,-1.242219954,50,5.408619096,9.867699567,-130.4823434,-3.139453756,-22.25753807,29.48650495,-24.36898338,79,0,0,0,0
"80",187,49,2,4,"Pitcher X","Right",576397,"Right","Windup",7,1,1,0,2,"Fastball","Fastball","BallCalled","","","",0,0,NA,92.32528338,-2.919522832,-4.186921321,2329.06999,209.2291654,"0.041666667",6.030849947,0.735347749,5.339219887,-16.60155576,17.01975102,9.541078471,1.899177697,-2.403885535,84.18361204,-5.9988773,-2.41344837,0.417329239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.22892883,9.828624417,-0.364349679,50,5.75526987,9.440648853,-133.7516424,-7.44984139,-11.26859767,29.20833829,-14.3933326,80,0,0,0,0
"81",188,49,2,5,"Pitcher X","Right",576397,"Right","Windup",7,1,1,1,2,"Fastball","Sinker","FoulBall","","","",0,0,NA,88.81923891,-2.702445699,-2.387116937,2026.622422,240.5787976,"0.083333333",5.833580141,1.267099991,5.488858958,-24.9782698,11.12041203,19.77867019,1.220157691,0.681156764,81.04565149,-7.344379751,1.317074697,0.432431369,95.63978677,2.664021845,-47.11735292,3991.197314,NA,NA,NA,60.22725233,56.08662875,-47.77764253,0.443049927,-11.22787622,6.712235717,-1.071436475,50,5.580211532,4.692236144,-128.923107,-6.952207922,-18.7996074,28.09655077,-20.93528944,81,0,0,0,0
"82",189,49,2,6,"Pitcher X","Right",576397,"Right","Windup",7,1,1,1,2,"ChangeUp","ChangeUp","InPlay","","FlyBall","Out",1,0,NA,81.67237187,-1.21033269,-3.453297717,1734.830469,243.4524756,"0.083333333",5.669050892,1.501237229,5.571705855,-33.25906866,9.429547328,18.95386109,1.764860405,-0.148354217,74.28819995,-7.422020723,0.104933538,0.470248648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.17362676,5.405362625,-1.216133435,50,5.54328156,6.561284131,-118.5297461,-3.546422016,-15.76096905,24.45300397,-24.54950955,82,0,0,0,1
"83",190,50,3,1,"Pitcher X","Right",502054,"Right","Windup",7,1,2,0,0,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,88.83905754,-0.292970192,-4.056816872,2102.89305,245.0131417,"0.09375",5.585043686,1.371032253,5.410842416,-26.99545987,9.035088932,19.46011185,3.060291482,-0.813863858,81.14467114,-5.313814672,-0.433646752,0.432023088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.43191257,4.86950578,-1.023578753,50,5.540337071,8.460760302,-128.9253455,-1.608449429,-19.26048893,26.55364724,-23.9699041,83,0,0,0,0
"84",191,50,3,2,"Pitcher X","Right",502054,"Right","Windup",7,1,2,0,1,"Fastball","Fastball","BallCalled","","","",0,0,NA,91.0905896,-1.098796915,-2.580054614,2205.471653,216.5804883,"0.052083333",5.951601359,0.987447424,5.276048688,-18.5448058,16.00012472,11.89839404,3.373148023,-0.445585566,82.72886618,-4.551519427,-0.361105096,0.423022707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.040179435,8.773951541,-0.760654233,50,5.837974209,5.524951715,-132.2789221,-3.218694485,-12.41212281,29.52309211,-16.70521498,84,0,0,0,0
"85",192,50,3,3,"Pitcher X","Right",502054,"Right","Windup",7,1,2,1,1,"Sinker","Sinker","StrikeCalled","","","",0,0,NA,89.24079674,-0.287151924,-4.157471102,2123.188959,251.7492675,"0.104166667",5.48253186,1.561919515,5.352355854,-29.8158138,5.87205316,17.90854919,2.727886319,-0.8512985,81.83050429,-5.813837522,-0.833231291,0.429963722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.56912291,3.179544987,-1.200452835,50,5.435611927,8.775181843,-129.5137631,-1.714786386,-18.03067962,25.93785946,-26.74981823,85,0,0,0,0
"86",193,50,3,4,"Pitcher X","Right",502054,"Right","Windup",7,1,2,1,2,"Sinker","Sinker","BallCalled","","","",0,0,NA,89.56524144,-1.348334127,-4.941814122,2136.32413,242.7374772,"0.083333333",5.573369675,1.503919801,5.340133407,-25.40033654,10.38229499,20.21294031,2.187010531,-1.458522745,81.48537761,-6.07111909,-1.180675703,0.430534201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.11820194,5.882832287,-1.072093801,50,5.43358286,10.49767769,-129.7321477,-3.969291311,-20.58882173,27.92216631,-22.17911814,86,0,0,0,0
"87",194,50,3,5,"Pitcher X","Right",502054,"Right","Windup",7,1,2,2,2,"Fastball","Sinker","StrikeSwinging","Strikeout","","",0,0,NA,88.46284512,-0.741358527,-3.823133718,2033.457284,242.1777905,"0.083333333",5.592056627,1.577298352,5.330030183,-25.21737982,11.48894282,21.83565665,2.793507577,-0.195095442,80.19875354,-5.442821495,0.254970819,0.436055689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.70753692,6.306315144,-1.24726579,50,5.507240999,7.806702525,-128.3097439,-2.550560219,-21.03255427,28.32799866,-21.73631256,87,1,0,0,1
"88",21,6,1,1,"Pitcher Y","Right",434158,"Left","Windup",1,0,0,0,0,"Sinker","Fastball","BallCalled","","","",0,0,NA,91.48797656,-1.629448465,-3.129095973,2163.732791,242.9738202,"2:00",5.712141312,2.869799321,6.137258392,-23.26173107,9.434333166,18.5552907,2.265287612,1.521697966,84.57889707,-5.98538829,0.357652213,0.411546827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.84394656,5.523363809,-2.641092426,50,5.575658082,6.679143121,-133.0899994,-4.539500605,-19.66146842,25.65379536,-22.15948029,1,0,0,0,0
